page_id,text,label,Pattern Category,cleaned_text
4,"ADHD Friendly Profile: this profile significantly reduces distractions and noise to help people with ADHD, and Neurodevelopmental disorders browse, read, and focus on the essential elements more easily.",0,Not Dark Pattern,"ADHD Friendly Profile: this profile significantly reduces distractions and noise to help people with ADHD, and Neurodevelopmental disorders browse, read, and focus on the essential elements more easily."
1062,LIMITED TIME ONLY 10 OFF 50 SPEND NEW CUSTOMERS ONLY - TERMS & CONDITIONS APPLY,1,Urgency,LIMITED TIME ONLY 10 OFF 50 SPEND NEW CUSTOMERS ONLY - TERMS & CONDITIONS APPLY
1108,Limited Quantity,1,Scarcity,Limited Quantity
837, Need Help Finding The Right Product? ,0,Not Dark Pattern,Need Help Finding The Right Product?
1036,STOCK IS GUARANTEED FOR 60 MINUTES,1,Urgency,STOCK IS GUARANTEED FOR 60 MINUTES
1181,Only 5 left in stock,1,Scarcity,Only 5 left in stock
622, Ladies Flower Print Casual Fashion Dress ,0,Not Dark Pattern,Ladies Flower Print Casual Fashion Dress
1107,Availability: Low in stock today,1,Scarcity,Availability: Low in stock today
101,"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",1,Social Proof,"Tristan in Markham, Canada purchased a Dragon Baseball Jersey"
622, Fashion Short Sleeve Crew Neck Print Dress ,0,Not Dark Pattern,Fashion Short Sleeve Crew Neck Print Dress
149,Shop All Golf Balls,0,Not Dark Pattern,Shop All Golf Balls
345,"No, thanks, I´d rather pay more",1,Misdirection,"No, thanks, I´d rather pay more"
317,"No, thanks. I don't like great deals.",1,Misdirection,"No, thanks. I don't like great deals."
715,Items will be reserved in your cart for 19:10,1,Urgency,Items will be reserved in your cart for 19:10
4, Our Story ,0,Not Dark Pattern,Our Story
1101,Low in stock: only 1 left.,1,Scarcity,Low in stock: only 1 left.
1463,"ONLY 5 LEFT, ORDER SOON!",1,Scarcity,"ONLY 5 LEFT, ORDER SOON!"
1365,Less than 6 items left,1,Scarcity,Less than 6 items left
149,Other Promotions,0,Not Dark Pattern,Other Promotions
790,Set SALE Into Summer ,0,Not Dark Pattern,Set SALE Into Summer
667,New In Bottoms,0,Not Dark Pattern,New In Bottoms
622, Summer Simple Breathable Socks ,0,Not Dark Pattern,Summer Simple Breathable Socks
4,Value of Product,0,Not Dark Pattern,Value of Product
1402,Availability: Low Stock 4 Remaining,1,Scarcity,Availability: Low Stock 4 Remaining
837,"The site was easy to navigate. I haven't received my shoes yet, but overall a good experience.",0,Not Dark Pattern,"The site was easy to navigate. I haven't received my shoes yet, but overall a good experience."
4, ≡ Filter Reviews Clicking on the following button will update the content below ,0,Not Dark Pattern,≡ Filter Reviews Clicking on the following button will update the content below
1057,LIMITED TIME OFFER,1,Urgency,LIMITED TIME OFFER
837,Quick Navigation,0,Not Dark Pattern,Quick Navigation
667,CHF,0,Not Dark Pattern,CHF
667,Ericdress Summer Patchwork Polyester Long Women's Tank Top,0,Not Dark Pattern,Ericdress Summer Patchwork Polyester Long Women's Tank Top
986,Limited Time Offer,1,Urgency,Limited Time Offer
329,"No thanks, I don't like good deals.",1,Misdirection,"No thanks, I don't like good deals."
790, help@postergully.com,0,Not Dark Pattern,help@postergully.com
667,Men's Sports Bottoms,0,Not Dark Pattern,Men's Sports Bottoms
1365,This link will open in a new window,0,Not Dark Pattern,This link will open in a new window
71,2049 sold in the last 7 days,1,Social Proof,2049 sold in the last 7 days
95,161 people have viewed this item,1,Social Proof,161 people have viewed this item
107,"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",1,Social Proof,"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool"
1684,HURRY! ONLY 31 LEFT IN STOCK.,1,Scarcity,HURRY! ONLY 31 LEFT IN STOCK.
4, Active Filters English (United States) English (United States) ✘ Remove Filter ,0,Not Dark Pattern,Active Filters English (United States) English (United States) ✘ Remove Filter
1124,Case Material,0,Not Dark Pattern,Case Material
298,"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",1,Social Proof,"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago"
908,"There's no obligation to buy as an Xtra VIP Member, nor is there any minimum number of months or commitment for membership. You can shop or ‘Skip’ by the 5th of each month, and you can cancel your membership at any time by calling (855) SAVAGEX (open 24/7).",1,Obstruction,"There's no obligation to buy as an Xtra VIP Member, nor is there any minimum number of months or commitment for membership. You can shop or ‘Skip’ by the 5th of each month, and you can cancel your membership at any time by calling (855) SAVAGEX (open 24/7)."
1277,3 left in stock,1,Scarcity,3 left in stock
1038,DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,0,Not Dark Pattern,DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -
98,"1,142 people have added to cart recently",1,Social Proof,"1,142 people have added to cart recently"
1082,"894 Claimed! Hurry, only a few left!",1,Scarcity,"894 Claimed! Hurry, only a few left!"
230,Hair type: Curly,0,Not Dark Pattern,Hair type: Curly
991,FAMILY SHADE PACK | PICK YOUR PACK,0,Not Dark Pattern,FAMILY SHADE PACK | PICK YOUR PACK
230,Hair Tools,0,Not Dark Pattern,Hair Tools
230,Hair type: Wavy,0,Not Dark Pattern,Hair type: Wavy
984, CAMILLA World ,0,Not Dark Pattern,CAMILLA World
1466,Ribbons,0,Not Dark Pattern,Ribbons
86,"BERNARD in Philadelphia, United States purchased a",1,Social Proof,"BERNARD in Philadelphia, United States purchased a"
1575,Only 26 Left,1,Scarcity,Only 26 Left
1123,Only few items left in stock,1,Scarcity,Only few items left in stock
230,Root Touch Up + Brow Filler,0,Not Dark Pattern,Root Touch Up + Brow Filler
1466,Gift Wrapping Supplies,0,Not Dark Pattern,Gift Wrapping Supplies
1004,"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",1,Urgency,"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT"
1144,Only 4 copies left,1,Scarcity,Only 4 copies left
99,"6,743 people have viewed recently",1,Social Proof,"6,743 people have viewed recently"
322,"No thanks, I'd like 0% off",1,Misdirection,"No thanks, I'd like 0% off"
1084,ONLY 1 LEFT! GET IT NOW!,1,Scarcity,ONLY 1 LEFT! GET IT NOW!
1104,"Hurry, only 3 left!",1,Scarcity,"Hurry, only 3 left!"
827,Christian Dior,0,Not Dark Pattern,Christian Dior
1466,Animals & Action Figures,0,Not Dark Pattern,Animals & Action Figures
69,Present your Fave voucher (it's in the Purchases tab under My Fave) at the outlet.,0,Not Dark Pattern,Present your Fave voucher (it's in the Purchases tab under My Fave) at the outlet.
301,Someone in Spain purchased,1,Social Proof,Someone in Spain purchased
1466,Hair Grooming Appliances,0,Not Dark Pattern,Hair Grooming Appliances
787,Enter Catalog/Email Code,0,Not Dark Pattern,Enter Catalog/Email Code
1513,Currently 8 left in stock.,1,Scarcity,Currently 8 left in stock.
1213,Only 1 items left in stock!,1,Scarcity,Only 1 items left in stock!
850,Country (Optional),0,Not Dark Pattern,Country (Optional)
230,Hair treatments,0,Not Dark Pattern,Hair treatments
382,"No thanks, I’d rather not win.",1,Misdirection,"No thanks, I’d rather not win."
1421,ONLY 12.5M LEFT IN STOCK!,1,Scarcity,ONLY 12.5M LEFT IN STOCK!
230,Allow All,0,Not Dark Pattern,Allow All
230,"Plus, get free shipping on your first order!",0,Not Dark Pattern,"Plus, get free shipping on your first order!"
1466,• Recommended to be used with Downy for better long lasting freshness ,0,Not Dark Pattern,• Recommended to be used with Downy for better long lasting freshness
1575,cookie host,0,Not Dark Pattern,cookie host
1456,1 in stock,1,Scarcity,1 in stock
991,Stay in the Know,0,Not Dark Pattern,Stay in the Know
1195,ONLY 3 LEFT! GET IT NOW!,1,Scarcity,ONLY 3 LEFT! GET IT NOW!
1136,83% offers claimed. Hurry up!,1,Scarcity,83% offers claimed. Hurry up!
984, Italy € EUR ,0,Not Dark Pattern,Italy € EUR
1466,Only 867 left,1,Scarcity,Only 867 left
991,LIMITED TIME DEAL!,1,Urgency,LIMITED TIME DEAL!
504,Cart will expire in 04:53 minutes!,1,Urgency,Cart will expire in 04:53 minutes!
827,✕,0,Not Dark Pattern,✕
949,High demand,1,Scarcity,High demand
69,3642 BOUGHT,1,Social Proof,3642 BOUGHT
984, Love the way you pay ,0,Not Dark Pattern,Love the way you pay
1466,Exterior Accessories,0,Not Dark Pattern,Exterior Accessories
984,Sale Clothing,0,Not Dark Pattern,Sale Clothing
681,activate within 10:00,1,Urgency,activate within 10:00
230,MOST POPULAR,1,Social Proof,MOST POPULAR
1466,Musical Toys,0,Not Dark Pattern,Musical Toys
165,"Son in Suisun City, United States purchased Commander Lex",1,Social Proof,"Son in Suisun City, United States purchased Commander Lex"
1726,"""Your purchase entitles you to the following special""",1,Misdirection,"""Your purchase entitles you to the following special"""
1595,Limited-time Deal,1,Scarcity,Limited-time Deal
984,FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,1,Urgency,FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.
827,A-Z Luxury Brands,0,Not Dark Pattern,A-Z Luxury Brands
230,Hair Color + Highlights,0,Not Dark Pattern,Hair Color + Highlights
477,"No thanks, I don't like winning.",1,Misdirection,"No thanks, I don't like winning."
1466,Laundry Care,0,Not Dark Pattern,Laundry Care
454,"No Thanks, I'd rather pay full price",1,Misdirection,"No Thanks, I'd rather pay full price"
1466,Computer Accessories,0,Not Dark Pattern,Computer Accessories
69,Send as giftexpand_more,0,Not Dark Pattern,Send as giftexpand_more
1040,LIMITED TIME OFFER!,1,Urgency,LIMITED TIME OFFER!
1745,With 1-year Care Subscription 10 days history,1,Misdirection,With 1-year Care Subscription 10 days history
207,"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",1,Social Proof,"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now"
588,Special sale ends in,1,Urgency,Special sale ends in
230,Light Works,0,Not Dark Pattern,Light Works
445,"NO THANKS, I DON'T WANT 20% OFF MY ORDER",1,Misdirection,"NO THANKS, I DON'T WANT 20% OFF MY ORDER"
940,Will sell out fast!,1,Scarcity,Will sell out fast!
230,Pro Boost Treatments,0,Not Dark Pattern,Pro Boost Treatments
1061,Limited Time Only · Online Only,1,Urgency,Limited Time Only · Online Only
69,Partnerships,0,Not Dark Pattern,Partnerships
129,Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,1,Social Proof,Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago
230,Performance Cookies,0,Not Dark Pattern,Performance Cookies
983,LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,1,Urgency,LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!
991, Accessibility statement ,0,Not Dark Pattern,Accessibility statement
1738,Customers also bought,1,Misdirection,Customers also bought
984, Shop Sale by Print ,0,Not Dark Pattern,Shop Sale by Print
253,135 people have this in their cart,1,Social Proof,135 people have this in their cart
230,Covered all grays,0,Not Dark Pattern,Covered all grays
1466,Click and Collect T&C,0,Not Dark Pattern,Click and Collect T&C
1697,HURRY! ONLY 14 LEFT IN STOCK.,1,Scarcity,HURRY! ONLY 14 LEFT IN STOCK.
104,339 users are currently active on our website,1,Social Proof,339 users are currently active on our website
230,"Like many websites, we share certain information, such as your IP address, device ID or similar online identifier, with certain third parties, such as social networks and advertising networks. This information is used to personalize advertising you see after you’ve visited our website. The California Consumer Privacy Act (“CCPA”) considers our sharing of that information in this manner to be a “sale.”For more information about the First and Third Party Cookies used please follow this link.",0,Not Dark Pattern,"Like many websites, we share certain information, such as your IP address, device ID or similar online identifier, with certain third parties, such as social networks and advertising networks. This information is used to personalize advertising you see after you’ve visited our website. The California Consumer Privacy Act (“CCPA”) considers our sharing of that information in this manner to be a “sale.”For more information about the First and Third Party Cookies used please follow this link."
102,Popular Item! 🔥 16 people are viewing this and 18 recently purchased it.,1,Social Proof,Popular Item! 🔥 16 people are viewing this and 18 recently purchased it.
69,Fave x GrabPay,0,Not Dark Pattern,Fave x GrabPay
1466,Household,0,Not Dark Pattern,Household
659,60% OFF ENDS IN DAYS HOURS MINUTES SECONDS,1,Urgency,60% OFF ENDS IN DAYS HOURS MINUTES SECONDS
1254,ONLY 5 LEFT,1,Scarcity,ONLY 5 LEFT
1798,Compare at,1,Misdirection,Compare at
787, TERMS OF SALE ,0,Not Dark Pattern,TERMS OF SALE
787,Back Yard & Spa,0,Not Dark Pattern,Back Yard & Spa
814, Customer Support ,0,Not Dark Pattern,Customer Support
230,I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.,0,Not Dark Pattern,I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.
482,"No thanks, I don't want to save up to 75%",1,Misdirection,"No thanks, I don't want to save up to 75%"
1274,Only 1 item left!,1,Scarcity,Only 1 item left!
827, A-Z Luxury Brands ,0,Not Dark Pattern,A-Z Luxury Brands
1596,2 left,1,Scarcity,2 left
991,Tidal Waves Collection,0,Not Dark Pattern,Tidal Waves Collection
1466,Trowels & Putty Knife,0,Not Dark Pattern,Trowels & Putty Knife
984, Explore more styles from this printspiration ,0,Not Dark Pattern,Explore more styles from this printspiration
991,Accessibly App features,0,Not Dark Pattern,Accessibly App features
991, Boardshorts,0,Not Dark Pattern,Boardshorts
1366,Low Stock,1,Scarcity,Low Stock
1556,(Only 1 Left),1,Scarcity,(Only 1 Left)
476,"NO THANKS, I DON'T LIKE FREE STUFF",1,Misdirection,"NO THANKS, I DON'T LIKE FREE STUFF"
984, All Clothing ,0,Not Dark Pattern,All Clothing
850,Shop all,0,Not Dark Pattern,Shop all
991,Custom Kids Headwear,0,Not Dark Pattern,Custom Kids Headwear
1230,Hurry up! Only 11 items left,1,Scarcity,Hurry up! Only 11 items left
230,"Location: Kansas City, MO",0,Not Dark Pattern,"Location: Kansas City, MO"
1321,only 5 left in stock!,1,Scarcity,only 5 left in stock!
991,Custom Women's Apparel,0,Not Dark Pattern,Custom Women's Apparel
1598,"Hurry, only 5 left",1,Scarcity,"Hurry, only 5 left"
230,"After trying several other shades of red, I’ve tried this one and just love it. It is the perfect shade of brown with beautiful red highlights, very rich color, and very beautiful.",0,Not Dark Pattern,"After trying several other shades of red, I’ve tried this one and just love it. It is the perfect shade of brown with beautiful red highlights, very rich color, and very beautiful."
